Seed	Shiny	Stars	Species	Level	TeraType	EC	PID	HP	ATK	DEF	SPA	SPD	SPE	Ability	Nature	Gender	Height	Weight	Scale	Move1	Move2	Move3	Move4	EventIndex	Calcs	
00823DAC	Star	3	Mienfoo	35	Ghost	231FA807	05F2A333	31	31	21	23	17	22	Inner Focus (1)	Modest	♂	123	172	78	Force Palm	Fake Out	Knock Off	Feint	0	8535468	
0082617B	Star	5	Mienshao	75	Ground	231FCBD6	333495F5	11	31	31	31	31	2	Reckless (H)	Rash	♀	150	117	194	Aura Sphere	Poison Jab	Taunt	Acrobatics	0	8544635	
00828860	Square	4	Furret	45	Electric	231FF2BB	4B2CEDEC	31	31	17	27	31	5	Run Away (1)	Bold	♀	73	208	227	Take Down	Flamethrower	Sucker Punch	Charm	0	8554592	
00829AC8	Star	4	Illumise	45	Poison	23200523	DFEE792F	20	31	28	31	29	31	Prankster (H)	Relaxed	♀	79	106	87	Bug Buzz	Giga Drain	Quick Attack	Attract	0	8559304	
0082BAF4	Star	5	Mienshao	75	Dragon	2320254F	0BE5AD24	18	31	31	31	31	3	Reckless (H)	Naive	♀	191	169	97	Aura Sphere	Poison Jab	Taunt	Acrobatics	0	8567540	
0082C04A	Star	4	Hakamo-o	45	Rock	23202AA5	6037C6F6	12	31	31	12	9	31	Soundproof (2)	Quiet	♀	215	135	94	Dragon Claw	Screech	Close Combat	Metal Claw	0	8568906	
0082F1D0	Star	4	Leavanny	45	Grass	23205C2B	D9647FA5	31	31	23	3	31	16	Overcoat (H)	Calm	♂	54	130	113	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	8581584	
0082F550	Star	4	Leavanny	45	Grass	23205FAB	227484B5	19	29	31	31	31	9	Chlorophyll (2)	Impish	♂	119	155	110	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	8582480	
00831748	Star	4	Carbink	45	Poison	232081A3	60EEC62F	29	13	31	31	16	31	Clear Body (1)	Quirky	-	168	128	80	Power Gem	Moonblast	Stone Edge	Light Screen	0	8591176	
00832318	Star	4	Ribombee	45	Ghost	23208D73	113AB7FB	31	31	14	4	31	31	Shield Dust (2)	Bashful	♂	157	123	148	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	8594200	
008329E0	Star	4	Piloswine	45	Fire	2320943B	06A8A069	23	31	31	11	31	12	Snow Cloak (2)	Adamant	♂	79	214	150	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	8595936	
00832EB9	Star	3	Lombre	35	Bug	23209914	E6C64007	2	30	24	19	31	31	Swift Swim (1)	Quirky	♂	144	171	187	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	8597177	
008394AB	Star	3	Chingling	35	Bug	2320FF06	43E9E528	31	29	21	31	28	19	Levitate (1)	Docile	♀	128	34	39	Confusion	Yawn	Last Resort	Uproar	0	8623275	
0083AAD7	Star	4	Illumise	45	Dark	23211532	C5A56364	13	7	31	31	20	31	Oblivious (1)	Hasty	♀	105	107	145	Bug Buzz	Giga Drain	Quick Attack	Attract	0	8628951	
0083AE65	Star	4	Mightyena	45	Normal	232118C0	86852044	31	31	7	15	31	0	Moxie (H)	Serious	♀	110	103	150	Crunch	Play Rough	Howl	Take Down	0	8629861	
0083DB8C	Star	4	Illumise	45	Ghost	232145E7	36AD906C	7	31	31	25	31	15	Prankster (H)	Adamant	♀	100	169	127	Bug Buzz	Giga Drain	Quick Attack	Attract	0	8641420	
0083FF59	Star	4	Crawdaunt	45	Bug	232169B4	238C854D	31	31	31	23	4	6	Adaptability (H)	Hardy	♂	102	131	76	Knock Off	Crabhammer	Aqua Jet	Taunt	0	8650585	
0084110A	Star	3	Chingling	35	Rock	23217B65	8A432C82	30	31	0	31	19	13	Levitate (1)	Jolly	♂	121	97	12	Confusion	Yawn	Last Resort	Uproar	0	8655114	
00845BCB	Star	4	Clefable	45	Bug	2321C626	CBD56D14	12	9	31	25	31	31	Unaware (H)	Quirky	♀	164	79	61	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	8674251	
00848687	Star	5	Dusknoir	75	Flying	2321F0E2	0273A4B2	25	31	12	31	31	31	Pressure (1)	Adamant	♂	80	146	103	Fire Punch	Brick Break	Shadow Ball	Shadow Punch	0	8685191	
0084A8FC	Star	5	Victreebel	75	Grass	23221357	075CA19D	31	31	17	31	31	27	Chlorophyll (1)	Mild	♂	126	108	122	Sludge Bomb	Power Whip	Acid Spray	Trailblaze	0	8694012	
0084F0D9	Star	4	Furret	45	Bug	23225B34	FA765CB7	31	31	11	6	31	2	Run Away (1)	Careful	♂	148	128	205	Take Down	Flamethrower	Sucker Punch	Charm	0	8712409	
008543CA	Star	4	Dusclops	45	Rock	2322AE25	F53453F5	31	26	19	13	31	31	Pressure (1)	Naughty	♀	218	180	109	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	8733642	
008551F6	Star	5	Shiftry	75	Fairy	2322BC51	957733B6	31	29	12	31	31	31	Wind Rider (2)	Docile	♂	180	157	101	Fake Out	Sucker Punch	Leaf Blade	Extrasensory	0	8737270	
0085786A	Star	4	Furret	45	Rock	2322E2C5	56E5F024	31	13	31	31	25	12	Keen Eye (2)	Serious	♀	152	61	223	Take Down	Flamethrower	Sucker Punch	Charm	0	8747114	
0085845F	Star	4	Hakamo-o	45	Steel	2322EEBA	402FE6EE	20	31	30	31	31	23	Soundproof (2)	Relaxed	♀	198	160	111	Dragon Claw	Screech	Close Combat	Metal Claw	0	8750175	
00859061	Star	4	Magcargo	45	Rock	2322FABC	9F843945	31	28	31	31	12	2	Flame Body (2)	Hardy	♀	176	112	125	Flamethrower	Rock Tomb	Harden	Rock Slide	0	8753249	
0085AF05	Star	5	Probopass	75	Normal	23231960	7983DF42	31	31	31	9	31	12	Sand Force (H)	Sassy	♂	70	137	41	Body Press	Power Gem	Flash Cannon	Harden	0	8761093	
0085B080	Star	5	Politoed	75	Ice	23231ADB	7FCFD90E	16	31	31	31	31	17	Drizzle (H)	Hardy	♂	139	128	137	Surf	Hyper Voice	Weather Ball	Encore	0	8761472	
0085F093	Square	4	Dusclops	45	Ice	23235AEE	F3E95529	31	9	19	13	31	31	Pressure (1)	Bashful	♀	89	61	150	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	8777875	
0085F4EC	Star	5	Probopass	75	Ghost	23235F47	D2E47425	8	31	7	31	31	31	Sturdy (1)	Careful	♂	134	71	124	Body Press	Power Gem	Flash Cannon	Harden	0	8778988	
00862367	Star	4	Dipplin	45	Flying	23238DC2	AAF90C38	5	12	31	17	31	31	Supersweet Syrup (1)	Quiet	♂	172	145	130	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	8790887	
00863EDF	Star	4	Illumise	45	Steel	2323A93A	C3956554	31	31	31	31	9	20	Prankster (H)	Bashful	♀	152	137	187	Bug Buzz	Giga Drain	Quick Attack	Attract	0	8797919	
0086444C	Star	4	Mightyena	45	Ghost	2323AEA7	7429D2E8	30	31	31	23	22	31	Intimidate (1)	Impish	♀	121	98	204	Crunch	Play Rough	Howl	Take Down	0	8799308	
00869247	Star	4	Hakamo-o	45	Flying	2323FCA2	6987CF46	31	1	0	31	31	24	Overcoat (H)	Naive	♀	14	204	201	Dragon Claw	Screech	Close Combat	Metal Claw	0	8819271	
0086B1E5	Square	4	Dusclops	45	Normal	23241C40	C53863F8	11	24	31	31	2	31	Pressure (1)	Naughty	♀	66	167	185	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	8827365	
0086C852	Star	4	Graveler-Normal	45	Psychic	232432AD	4849EE88	4	14	31	23	31	31	Rock Head (1)	Brave	♀	183	135	157	Stomping Tantrum	Rock Slide	Rock Tomb	Take Down	0	8833106	
0086FFDB	Star	4	Dusclops	45	Ground	23246A36	BA991C58	3	31	31	8	18	31	Pressure (1)	Mild	♀	82	151	170	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	8847323	
00871777	Star	5	Golem-Normal	75	Dark	232481D2	676AC1AB	31	31	31	20	31	21	Rock Head (1)	Quirky	♂	154	130	163	Earthquake	Stone Edge	Heavy Slam	Defense Curl	0	8853367	
008729D5	Star	4	Magcargo	45	Dark	23249430	CBDB6D1A	14	31	3	31	16	31	Weak Armor (H)	Modest	♀	194	142	163	Flamethrower	Rock Tomb	Harden	Rock Slide	0	8858069	
00873D6D	Star	5	Mienshao	75	Steel	2324A7C8	580EFECF	31	31	16	31	31	31	Reckless (H)	Jolly	♂	74	129	68	Aura Sphere	Poison Jab	Taunt	Acrobatics	0	8863085	
008762FE	Star	5	Kommo-o	75	Fire	2324CD59	AE0408C5	31	17	31	5	31	31	Overcoat (H)	Gentle	♀	126	53	78	Brick Break	Dragon Claw	Boomburst	Scary Face	0	8872702	
00876E83	Star	5	Ludicolo	75	Bug	2324D8DE	7967DFA6	26	26	31	31	31	31	Own Tempo (H)	Relaxed	♂	177	121	130	Energy Ball	Surf	Fake Out	Trailblaze	0	8875651	
0087A481	Star	5	Mienshao	75	Fairy	23250EDC	8C102AD1	31	31	31	3	15	31	Regenerator (2)	Jolly	♂	156	149	140	Aura Sphere	Poison Jab	Taunt	Acrobatics	0	8889473	
0088200E	Star	3	Swadloon	35	Fire	23258A69	5731F1F0	31	14	5	21	31	26	Overcoat (H)	Lonely	♀	135	133	144	Struggle Bug	Razor Leaf	String Shot	Bug Bite	0	8921102	
00884CAC	Star	3	Gurdurr	35	Ghost	2325B707	3C269AE7	30	31	2	31	27	13	Sheer Force (2)	Sassy	♀	32	119	138	Low Kick	Rock Slide	Scary Face	Slam	0	8932524	
00886FCD	Star	4	Dusclops	45	Steel	2325DA28	9EE13820	18	31	15	31	31	28	Pressure (1)	Bold	♂	142	84	83	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	8941517	
00887EAF	Star	3	Lombre	35	Water	2325E90A	39E59F24	31	31	16	15	15	21	Swift Swim (1)	Relaxed	♀	124	161	168	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	8945327	
00887F00	Star	5	Probopass	75	Dark	2325E95B	5C11FAD0	31	31	31	11	31	13	Sturdy (1)	Timid	♂	165	37	79	Body Press	Power Gem	Flash Cannon	Harden	0	8945408	
00888D99	Star	3	Mienfoo	35	Bug	2325F7F4	30DF961E	31	31	13	23	7	31	Regenerator (2)	Gentle	♀	121	191	13	Force Palm	Fake Out	Knock Off	Feint	0	8949145	
0088B244	Star	4	Hakamo-o	45	Poison	23261C9F	833C25FD	31	31	31	1	0	25	Bulletproof (1)	Hasty	♂	238	104	47	Dragon Claw	Screech	Close Combat	Metal Claw	0	8958532	
0088C158	Star	4	Leavanny	45	Ghost	23262BB3	6A2DCCEC	31	31	31	4	6	30	Chlorophyll (2)	Impish	♂	33	39	168	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	8962392	
0088CE5D	Star	4	Piloswine	45	Water	232638B8	6B4BCD8A	27	22	31	31	31	16	Oblivious (1)	Impish	♂	113	126	178	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	8965725	
0088DDE8	Star	4	Ribombee	45	Poison	23264843	A17007B1	31	24	31	31	24	5	Shield Dust (2)	Lonely	♀	119	86	173	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	8969704	
00892393	Star	5	Snorlax	75	Ice	23268DEE	BC0A1ACB	31	29	30	31	31	31	Immunity (1)	Hardy	♂	189	152	175	Body Slam	Heavy Slam	Bite	Mud-Slap	0	8987539	
00895E65	Star	4	Mightyena	45	Normal	2326C8C0	2DA58B64	31	31	28	31	10	22	Quick Feet (2)	Sassy	♂	72	128	180	Crunch	Play Rough	Howl	Take Down	0	9002597	
008979A3	Star	3	Noctowl	35	Fire	2326E3FE	2D9F8B5E	5	31	2	31	9	22	Keen Eye (2)	Gentle	♀	121	221	100	Dual Wingbeat	Extrasensory	Air Slash	Reflect	0	9009571	
00897BB9	Star	3	Ekans	35	Bug	2326E614	1776B1B7	19	31	31	3	3	28	Shed Skin (2)	Docile	♀	138	119	176	Acid Spray	Sludge Bomb	Sucker Punch	Spite	0	9010105	
008992EC	Star	5	Kommo-o	75	Ghost	2326FD47	27B48175	8	31	31	26	31	31	Soundproof (2)	Adamant	♀	161	76	91	Brick Break	Dragon Claw	Boomburst	Scary Face	0	9016044	
008996DF	Star	4	Magcargo	45	Steel	2327013A	F4E55224	17	31	24	24	31	31	Flame Body (2)	Docile	♀	98	102	185	Flamethrower	Rock Tomb	Harden	Rock Slide	0	9017055	
0089BAD2	Star	4	Hakamo-o	45	Psychic	2327252D	0064A6A5	31	31	6	31	17	18	Bulletproof (1)	Quiet	♀	195	188	93	Dragon Claw	Screech	Close Combat	Metal Claw	0	9026258	
0089E456	Star	4	Crawdaunt	45	Fairy	23274EB1	78A9DE68	31	31	31	16	27	4	Adaptability (H)	Calm	♂	146	196	144	Knock Off	Crabhammer	Aqua Jet	Taunt	0	9036886	
008A3E35	Star	3	Noctowl	35	Dark	2327A890	99943F55	31	24	12	31	11	14	Keen Eye (2)	Jolly	♀	74	53	130	Dual Wingbeat	Extrasensory	Air Slash	Reflect	0	9059893	
008A6CA3	Star	3	Noctowl	35	Fire	2327D6FE	65DEC31F	12	31	25	2	31	30	Insomnia (1)	Naughty	♂	192	145	84	Dual Wingbeat	Extrasensory	Air Slash	Reflect	0	9071779	
008A7F68	Star	4	Crawdaunt	45	Poison	2327E9C3	7CEEDA2F	0	9	31	31	17	31	Shell Armor (2)	Hasty	♂	65	124	145	Knock Off	Crabhammer	Aqua Jet	Taunt	0	9076584	
008AB1D8	Star	4	Hakamo-o	45	Ghost	23281C33	F06D56AC	31	30	31	22	31	16	Soundproof (2)	Sassy	♀	163	171	74	Dragon Claw	Screech	Close Combat	Metal Claw	0	9089496	
008ACF33	Star	3	Nuzleaf	35	Ice	2328398E	5250F491	31	5	31	2	23	25	Early Bird (2)	Brave	♂	179	188	124	Razor Leaf	Take Down	Fake Out	Payback	0	9097011	
008AEE24	Star	4	Graveler-Normal	45	Poison	2328587F	EB9D4D5C	31	29	31	26	31	19	Sand Veil (H)	Relaxed	♂	162	109	201	Stomping Tantrum	Rock Slide	Rock Tomb	Take Down	0	9104932	
008B2840	Star	3	Ekans	35	Dragon	2328929B	85D42315	21	31	9	26	31	12	Intimidate (1)	Bold	♂	196	224	78	Acid Spray	Sludge Bomb	Sucker Punch	Spite	0	9119808	
008B3CAE	Star	3	Gurdurr	35	Fire	2328A709	2BFB8D3A	21	31	31	17	17	28	Iron Fist (H)	Modest	♀	225	236	121	Low Kick	Rock Slide	Scary Face	Slam	0	9125038	
008B5750	Star	4	Mightyena	45	Grass	2328C1AB	4BFBED3A	25	5	31	31	6	31	Quick Feet (2)	Naughty	♂	188	99	70	Crunch	Play Rough	Howl	Take Down	0	9131856	
008BA4C6	Square	4	Carbink	45	Fighting	23290F21	00D0A610	31	6	31	19	31	25	Clear Body (1)	Rash	-	49	144	22	Power Gem	Moonblast	Stone Edge	Light Screen	0	9151686	
008BC5DF	Star	4	Furret	45	Steel	2329303A	FA395CF8	31	31	31	26	6	14	Run Away (1)	Sassy	♂	128	102	168	Take Down	Flamethrower	Sucker Punch	Charm	0	9160159	
008BD1EE	Star	5	Snorlax	75	Fire	23293C49	A48C024D	31	31	31	22	31	28	Immunity (1)	Rash	♂	104	93	144	Body Slam	Heavy Slam	Bite	Mud-Slap	0	9163246	
008BDA8F	Star	3	Clefairy	35	Water	232944EA	28508E91	26	31	4	11	31	23	Friend Guard (H)	Serious	♂	142	121	192	Meteor Mash	Dazzling Gleam	Encore	Charm	0	9165455	
008BF3E0	Star	4	Furret	45	Steel	23295E3B	FAC95C08	29	29	31	31	23	31	Keen Eye (2)	Careful	♂	35	209	133	Take Down	Flamethrower	Sucker Punch	Charm	0	9171936	
008C0818	Star	4	Dipplin	45	Ghost	23297273	D9B87F79	31	31	29	1	1	31	Sticky Hold (H)	Modest	♀	135	153	53	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	9177112	
008C2E5E	Star	4	Piloswine	45	Fire	232998B9	1BCABD0B	11	2	31	31	14	31	Snow Cloak (2)	Quiet	♀	190	117	111	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	9186910	
008C4463	Star	4	Ribombee	45	Water	2329AEBE	7B4BDD8A	31	31	10	20	12	31	Honey Gather (1)	Serious	♀	36	46	143	Pollen Puff	Moonblast	Bug Buzz	Stun Spore	0	9192547	
008C454E	Star	4	Ariados	45	Fire	2329AFA9	2E1188D0	11	31	13	31	31	16	Insomnia (2)	Modest	♀	103	95	168	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	9192782	
008CABC6	Star	4	Clefable	45	Fighting	232A1621	6ED5C814	31	31	29	1	31	12	Magic Guard (2)	Rash	♂	148	65	138	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	9219014	
008CCC2B	Star	3	Chingling	35	Bug	232A3686	302B96EA	20	31	4	1	1	31	Levitate (1)	Sassy	♀	230	57	232	Confusion	Yawn	Last Resort	Uproar	0	9227307	
008CEF07	Star	5	Probopass	75	Flying	232A5962	A6A40065	31	7	31	31	29	31	Magnet Pull (2)	Quirky	♀	31	83	171	Body Press	Power Gem	Flash Cannon	Harden	0	9236231	
008D13D8	Star	4	Dipplin	45	Ghost	232A7E33	E7D24113	31	16	27	20	31	31	Gluttony (2)	Bold	♂	42	129	74	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	9245656	
008D14EC	Star	5	Kommo-o	75	Ghost	232A7F47	31889749	31	31	31	15	31	31	Bulletproof (1)	Gentle	♂	84	50	184	Brick Break	Dragon Claw	Boomburst	Scary Face	0	9245932	
008D1903	Square	5	Snorlax	75	Flying	232A835E	9EA23862	31	28	24	31	31	31	Immunity (1)	Timid	♂	104	185	197	Body Slam	Heavy Slam	Bite	Mud-Slap	0	9246979	
008D1BBC	Star	3	Ekans	35	Grass	232A8617	7CF5DA34	4	25	24	31	0	31	Intimidate (1)	Sassy	♀	151	75	253	Acid Spray	Sludge Bomb	Sucker Punch	Spite	0	9247676	
008D456A	Star	4	Leavanny	45	Rock	232AAFC5	7E50D891	24	31	3	31	27	31	Swarm (1)	Timid	♂	219	95	142	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	9258346	
008D59FE	Star	5	Snorlax	75	Fire	232AC459	BD771BB6	31	30	31	31	31	19	Immunity (1)	Hasty	♂	166	125	73	Body Slam	Heavy Slam	Bite	Mud-Slap	0	9263614	
008D5ACB	Star	4	Leavanny	45	Bug	232AC526	E9DA4F1B	13	31	31	23	22	31	Chlorophyll (2)	Lonely	♂	85	154	171	X-Scissor	Leaf Blade	Trailblaze	Low Kick	0	9263819	
008D6058	Star	4	Piloswine	45	Ghost	232ACAB3	649CC25D	19	31	20	31	31	7	Snow Cloak (2)	Timid	♀	140	146	187	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	9265240	
008D89E3	Star	4	Piloswine	45	Dark	232AF43E	FF515990	31	31	31	25	14	14	Thick Fat (H)	Mild	♂	117	43	155	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	9275875	
008DAAF3	Star	5	Conkeldurr	75	Ice	232B154E	123BB4FA	14	31	28	31	31	31	Sheer Force (2)	Careful	♂	81	51	86	Hammer Arm	Stone Edge	Superpower	Scary Face	0	9284339	
008DFCA4	Star	4	Mightyena	45	Poison	232B66FF	3AAC9C6D	31	7	31	3	31	9	Intimidate (1)	Quirky	♂	37	195	161	Crunch	Play Rough	Howl	Take Down	0	9305252	
008E0BDB	Star	4	Clefable	45	Ground	232B7636	E13347F2	31	31	18	14	31	18	Magic Guard (2)	Timid	♀	146	112	68	Dazzling Gleam	Psychic	Misty Terrain	Meteor Mash	0	9309147	
008E186F	Star	5	Politoed	75	Water	232B82CA	AF9B095A	5	25	31	31	31	31	Water Absorb (1)	Bashful	♂	210	40	195	Surf	Hyper Voice	Weather Ball	Encore	0	9312367	
008E1D1B	Square	5	Snorlax	75	Ground	232B8776	9A9C3C5C	20	31	31	31	31	20	Immunity (1)	Naughty	♂	137	81	28	Body Slam	Heavy Slam	Bite	Mud-Slap	0	9313563	
008E3652	Star	4	Ariados	45	Psychic	232BA0AD	977E31BF	12	17	8	31	31	31	Sniper (H)	Hardy	♂	70	129	195	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	9320018	
008E3F7A	Star	5	Shiftry	75	Rock	232BA9D5	7F02D9C3	25	31	31	31	31	1	Pickpocket (H)	Serious	♂	35	166	94	Fake Out	Sucker Punch	Leaf Blade	Extrasensory	0	9322362	
008E4634	Star	3	Chingling	35	Dragon	232BB08F	4922EFE3	31	31	26	9	22	27	Levitate (1)	Mild	♂	82	86	137	Confusion	Yawn	Last Resort	Uproar	0	9324084	
008E4998	Star	3	Chingling	35	Ghost	232BB3F3	20B28673	31	31	4	4	8	9	Levitate (1)	Hasty	♀	134	136	163	Confusion	Yawn	Last Resort	Uproar	0	9324952	
008E51D1	Star	4	Dusclops	45	Electric	232BBC2C	E9E74F26	31	3	31	7	12	31	Pressure (1)	Quiet	♀	153	219	140	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	9327057	
008E648D	Star	5	Kommo-o	75	Steel	232BCEE8	570CF1CD	0	31	31	31	31	18	Bulletproof (1)	Serious	♀	91	126	146	Brick Break	Dragon Claw	Boomburst	Scary Face	0	9331853	
008EDE56	Star	4	Piloswine	45	Fairy	232C48B1	6807CEC6	31	22	10	31	21	31	Snow Cloak (2)	Calm	♂	33	55	170	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	9363030	
008EE47D	Star	5	Golem-Normal	75	Water	232C4ED8	072EA1EF	6	4	31	31	31	31	Sand Veil (H)	Impish	♂	162	135	25	Earthquake	Stone Edge	Heavy Slam	Defense Curl	0	9364605	
008EEE94	Square	3	Munchlax	35	Dragon	232C58EF	AA420C82	31	28	31	24	28	23	Gluttony (H)	Quiet	♂	110	123	70	Bite	Covet	Flail	Defense Curl	0	9367188	
008F05FD	Star	5	Vikavolt	75	Water	232C7058	0ABBAC7A	31	31	30	31	22	31	Levitate (1)	Naive	♂	87	37	100	Discharge	Bug Buzz	Solar Beam	Zap Cannon	0	9373181	
008F1DAC	Star	3	Mienfoo	35	Ghost	232C8807	7965DFA4	2	23	31	5	5	31	Regenerator (2)	Sassy	♂	222	57	64	Force Palm	Fake Out	Knock Off	Feint	0	9379244	
008F238B	Star	3	Clefairy	35	Bug	232C8DE6	DC3F7AFE	15	30	13	31	31	31	Magic Guard (2)	Lax	♀	205	109	119	Meteor Mash	Dazzling Gleam	Encore	Charm	0	9380747	
008F2B6B	Star	4	Dusclops	45	Bug	232C95C6	A2D20413	31	8	31	12	28	31	Pressure (1)	Jolly	♀	95	107	61	Shadow Punch	Will-O-Wisp	Hex	Dark Pulse	0	9382763	
008F9592	Star	4	Piloswine	45	Psychic	232CFFED	1875BEB4	23	31	26	23	31	31	Oblivious (1)	Timid	♂	152	188	60	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	9409938	
008FA7E0	Star	4	Furret	45	Ice	232D123B	0CCFAA0E	11	31	31	16	22	31	Run Away (1)	Docile	♂	59	112	180	Take Down	Flamethrower	Sucker Punch	Charm	0	9414624	
008FCEBC	Star	3	Lombre	35	Grass	232D3917	CE4D688C	18	31	31	5	30	1	Rain Dish (2)	Mild	♀	107	101	156	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	9424572	
008FDF6D	Star	5	Shiftry	75	Steel	232D49C8	3F6299A3	31	31	31	20	26	31	Wind Rider (2)	Lax	♀	163	107	160	Fake Out	Sucker Punch	Leaf Blade	Extrasensory	0	9428845	
0090477C	Star	5	Golem-Normal	75	Grass	232DB1D7	68A5CE64	3	31	31	31	21	31	Rock Head (1)	Bashful	♀	37	136	67	Earthquake	Stone Edge	Heavy Slam	Defense Curl	0	9455484	
009054E9	Star	4	Hakamo-o	45	Ground	232DBF44	D06876A9	31	11	15	31	31	24	Overcoat (H)	Timid	♀	42	179	216	Dragon Claw	Screech	Close Combat	Metal Claw	0	9458921	
009073D2	Star	4	Dipplin	45	Psychic	232DDE2D	816427A5	31	23	13	31	8	31	Gluttony (2)	Hasty	♂	55	143	152	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	9466834	
00907EB6	Star	3	Lombre	35	Fairy	232DE911	62E5C424	20	2	3	31	26	31	Swift Swim (1)	Mild	♂	111	66	58	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	9469622	
0090C153	Star	4	Dipplin	45	Ice	232E2BAE	0121A7E0	31	22	31	21	31	28	Sticky Hold (H)	Bold	♂	145	200	104	Syrup Bomb	Dragon Breath	Double Hit	Energy Ball	0	9486675	
0090C2FA	Star	5	Kommo-o	75	Rock	232E2D55	E48B424A	31	22	31	31	31	27	Bulletproof (1)	Naughty	♀	35	68	222	Brick Break	Dragon Claw	Boomburst	Scary Face	0	9487098	
0090DAF1	Star	5	Kommo-o	75	Electric	232E454C	81922753	31	31	31	26	31	28	Overcoat (H)	Lonely	♂	254	104	214	Brick Break	Dragon Claw	Boomburst	Scary Face	0	9493233	
0090E428	Star	3	Chingling	35	Poison	232E4E83	93AF356E	31	13	31	18	25	8	Levitate (1)	Mild	♂	58	28	82	Confusion	Yawn	Last Resort	Uproar	0	9495592	
0090F1A3	Star	3	Gurdurr	35	Steel	232E5BFE	5349F588	18	31	31	4	3	27	Iron Fist (H)	Adamant	♂	166	239	79	Low Kick	Rock Slide	Scary Face	Slam	0	9499043	
00910F9E	Star	4	Piloswine	45	Fire	232E79F9	53F5F534	31	31	22	21	15	31	Thick Fat (H)	Sassy	♀	193	137	179	Ice Fang	Bulldoze	Ancient Power	Ice Shard	0	9506718	
00912B31	Star	3	Clefairy	35	Electric	232E958C	3FCD990C	31	4	26	18	31	5	Cute Charm (1)	Quiet	♀	135	111	218	Meteor Mash	Dazzling Gleam	Encore	Charm	0	9513777	
00913C71	Star	5	Dusknoir	75	Electric	232EA6CC	34F79236	15	31	31	31	31	0	Frisk (H)	Quirky	♂	67	157	105	Fire Punch	Brick Break	Shadow Ball	Shadow Punch	0	9518193	
00914076	Square	5	Dusknoir	75	Fairy	232EAAD1	6270C4B0	10	31	31	31	31	28	Frisk (H)	Serious	♂	108	129	155	Fire Punch	Brick Break	Shadow Ball	Shadow Punch	0	9519222	
0091413A	Star	3	Lombre	35	Rock	232EAB95	351293D3	31	28	27	8	2	31	Rain Dish (2)	Naive	♂	80	171	163	Razor Leaf	Water Pulse	Chilling Water	Fake Out	0	9519418	
009155E0	Star	4	Ariados	45	Electric	232EC03B	D77371B2	31	31	25	8	31	22	Insomnia (2)	Quiet	♂	157	52	147	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	9524704	
00917286	Star	5	Kommo-o	75	Fighting	232EDCE1	BE3918F8	31	15	31	31	8	31	Overcoat (H)	Docile	♂	131	78	18	Brick Break	Dragon Claw	Boomburst	Scary Face	0	9532038	
0091CEF0	Star	5	Ludicolo	75	Grass	232F394B	F33055F1	5	31	31	10	31	31	Own Tempo (H)	Adamant	♀	135	25	155	Energy Ball	Surf	Fake Out	Trailblaze	0	9555696	
0091E613	Star	3	Noctowl	35	Ice	232F506E	412AE7EB	0	4	20	1	31	31	Tinted Lens (H)	Careful	♀	169	89	205	Dual Wingbeat	Extrasensory	Air Slash	Reflect	0	9561619	
0091F132	Star	3	Ekans	35	Psychic	232F5B8D	FF2B59EA	31	10	31	11	5	27	Unnerve (H)	Hardy	♂	118	173	130	Acid Spray	Sludge Bomb	Sucker Punch	Spite	0	9564466	
0091F65D	Star	4	Ariados	45	Water	232F60B8	1757B196	24	18	31	31	31	11	Sniper (H)	Gentle	♂	103	124	203	Bug Bite	X-Scissor	Poison Jab	Shadow Sneak	0	9565789	
